,title,price,link
0,"Acer
                                        [SmartChoice Aspire Lite AMD Ryzen 5-5625U Premium Thin and Light Laptop (16 GB
                                        RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal
                                        Body, Steel Gray, 1.59 KG","34,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3ODk1MjgzNjczNDc4MTM2OjE3NTExNDQxNjY6c3BfYXRmOjMwMDM1MDU1NTA1MzQzMjo6MDo6&url=%2F5-5625U-Premium-Windows-AL15-41-Display%2Fdp%2FB0DG2GCTD7%2Fref%3Dsr_1_1_sspa%3Fcrid%3D1YRU0X283B2X2%26dib%3DeyJ2IjoiMSJ9.cKydVAsXzEZwTyTDDJJv6rve1wTn7SMIs1YN_5EyrlVezkj-DWLO3RJqPbW47Tjgo_bx-JlID2J8oMZj8_lqQPnEak4MXngqvlvHAhHYzx0sS5ao7xEdZ1MBRFGGq-ki9Po8KYoRWBH68GAUs1JCf8K9F0MIihTsa86E18yN_TR3bZKokUPmPqZoSL9FUZ3R7nDVillx6gTjhM8zMhzNIeW2iHZoViXt5aSLbJQ-ED4.tMCMO0V0u-eDxKU6_Hrf7g0E0q2H9jCwebGJDATHqiI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751144166%26sprefix%3Dlaptop%252Caps%252C257%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&cr=DUB
1,"HP 15, 13th Gen Intel Core i5-1335U Laptop (16GB DDR4,512GB SSD) Anti-Glare, Micro-edge,15.6''/39.6cm, FHD, Win11,M365,Office24, Silver,1.59kg, Iris Xe Graphics, FHD Camera w/privacy shutter, fd0577TU","56,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3ODk1MjgzNjczNDc4MTM2OjE3NTExNDQxNjY6c3BfYXRmOjMwMDU1OTY2MTEwNTgzMjo6MDo6&url=%2FHP-i5-1335U-Anti-Glare-Micro-edge-fd0577TU%2Fdp%2FB0F4R6H3NB%2Fref%3Dsr_1_2_sspa%3Fcrid%3D1YRU0X283B2X2%26dib%3DeyJ2IjoiMSJ9.cKydVAsXzEZwTyTDDJJv6rve1wTn7SMIs1YN_5EyrlVezkj-DWLO3RJqPbW47Tjgo_bx-JlID2J8oMZj8_lqQPnEak4MXngqvlvHAhHYzx0sS5ao7xEdZ1MBRFGGq-ki9Po8KYoRWBH68GAUs1JCf8K9F0MIihTsa86E18yN_TR3bZKokUPmPqZoSL9FUZ3R7nDVillx6gTjhM8zMhzNIeW2iHZoViXt5aSLbJQ-ED4.tMCMO0V0u-eDxKU6_Hrf7g0E0q2H9jCwebGJDATHqiI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751144166%26sprefix%3Dlaptop%252Caps%252C257%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&cr=DUB
2,"HP 15, 13th Gen Intel Core i3-1315U (8GB DDR4, 512GB SSD) FHD Anti-Glare Micro-Edge, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 1.59kg, fd0006TU, Intel UHD Graphics, 1080p FHD Camera Laptop","36,100",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3ODk1MjgzNjczNDc4MTM2OjE3NTExNDQxNjY6c3BfbXRmOjMwMDU1MTM4ODU2NjUzMjo6MDo6&url=%2FHP-i3-1315U-Anti-Glare-Micro-Edge-15-6-inch%2Fdp%2FB0C3RF3HT3%2Fref%3Dsr_1_11_sspa%3Fcrid%3D1YRU0X283B2X2%26dib%3DeyJ2IjoiMSJ9.cKydVAsXzEZwTyTDDJJv6rve1wTn7SMIs1YN_5EyrlVezkj-DWLO3RJqPbW47Tjgo_bx-JlID2J8oMZj8_lqQPnEak4MXngqvlvHAhHYzx0sS5ao7xEdZ1MBRFGGq-ki9Po8KYoRWBH68GAUs1JCf8K9F0MIihTsa86E18yN_TR3bZKokUPmPqZoSL9FUZ3R7nDVillx6gTjhM8zMhzNIeW2iHZoViXt5aSLbJQ-ED4.tMCMO0V0u-eDxKU6_Hrf7g0E0q2H9jCwebGJDATHqiI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751144166%26sprefix%3Dlaptop%252Caps%252C257%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB
3,"HP 15, Ultra 5 125H Laptop (16GB DDR5,1TB SSD) Anti-Glare, Micro-Edge, IPS, 15.6''/39.6cm, FHD, Win11, M365 Basic(1yr), Office Home24, Silver,1.65kg, FHD Camera w/Privacy Shutter, Backlit, fd1255TU","68,490",https://amazon.in//HP-Anti-Glare-Micro-Edge-Privacy-fd1255TU/dp/B0F5B1N9SJ/ref=sr_1_84?crid=1YRU0X283B2X2&dib=eyJ2IjoiMSJ9.mX3RNdkr_pa1-IlAhd-APDS8dAXzk2naOa1xi0zgAD0bgL-m0n4MiC-yEyOT1mRCJA_oHVYrurjv-cJf7ZHCWa2MG_jL8-f230qaO019A3q0jgwdTOf99jJmFEDfeflXwwV057pP_89Dr-kVVefjVpdKpXGJmd9r3zvn5nqEqJDMfYDXih5SztEIJPl8NZaEqXVx182QedR79RSBms4vqv9Nf2WnI0AO30UbJpS_aZg.3_n3TyqYKfD3EJDYqy1tcOI6ei82VXRFB_zCAI_Qn5E&dib_tag=se&keywords=laptop&qid=1751144185&sprefix=laptop%2Caps%2C257&sr=8-84
4,"Lenovo V14 G3, 12th Gen Intel Core i7-1255U Upto 4.70Ghz (16GB RAM/512GB SSD/Windows 11) 14.0"" FHD Display Thin and Light Laptop/Iron Grey /1.70 kg 1 Year Onsite Brand Warranty","45,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzUzODY1NTk4NjI2NzEyOjE3NTExNDQxODU6c3BfYnRmOjMwMDU1MTM4NjYxMTMzMjo6MDo6&url=%2FLenovo-i7-1255U-4-70Ghz-Windows-Warranty%2Fdp%2FB0F32ZBDNJ%2Fref%3Dsr_1_85_sspa%3Fcrid%3D1YRU0X283B2X2%26dib%3DeyJ2IjoiMSJ9.mX3RNdkr_pa1-IlAhd-APDS8dAXzk2naOa1xi0zgAD0bgL-m0n4MiC-yEyOT1mRCJA_oHVYrurjv-cJf7ZHCWa2MG_jL8-f230qaO019A3q0jgwdTOf99jJmFEDfeflXwwV057pP_89Dr-kVVefjVpdKpXGJmd9r3zvn5nqEqJDMfYDXih5SztEIJPl8NZaEqXVx182QedR79RSBms4vqv9Nf2WnI0AO30UbJpS_aZg.3_n3TyqYKfD3EJDYqy1tcOI6ei82VXRFB_zCAI_Qn5E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751144185%26sprefix%3Dlaptop%252Caps%252C257%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&cr=DUB
5,"Lenovo IdeaPad Slim 3 AMD Ryzen 3 7320U 14"" FHD Thin and Light Laptop (8 GB/512GB SDD/Windows 11 Home/Office Home & Student 2021/1Yr ADP Free/Arctic Grey/1.37Kg), 82XN006JIN","29,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzUzODY1NTk4NjI2NzEyOjE3NTExNDQxODU6c3BfYnRmOjMwMDYwMDYwNTg5MjUzMjo6MDo6&url=%2FLenovo-IdeaPad-Windows-Student-82XN006JIN%2Fdp%2FB0DR8TXKX4%2Fref%3Dsr_1_86_sspa%3Fcrid%3D1YRU0X283B2X2%26dib%3DeyJ2IjoiMSJ9.mX3RNdkr_pa1-IlAhd-APDS8dAXzk2naOa1xi0zgAD0bgL-m0n4MiC-yEyOT1mRCJA_oHVYrurjv-cJf7ZHCWa2MG_jL8-f230qaO019A3q0jgwdTOf99jJmFEDfeflXwwV057pP_89Dr-kVVefjVpdKpXGJmd9r3zvn5nqEqJDMfYDXih5SztEIJPl8NZaEqXVx182QedR79RSBms4vqv9Nf2WnI0AO30UbJpS_aZg.3_n3TyqYKfD3EJDYqy1tcOI6ei82VXRFB_zCAI_Qn5E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751144185%26sprefix%3Dlaptop%252Caps%252C257%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&cr=DUB
6,"MSI Modern 14, AMD 7th Gen. Ryzen 5 7530U, 36CM FHD 60Hz Laptop(8GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/AMD Radeon Graphics/Urban Silver/1.4Kg), C7M-284IN","38,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMjY1MTQ0NzQ3NjA2NjoxNzUxMTQ0MTg5OnNwX2F0Zl9uZXh0OjMwMDU5NjI4NDAyODkzMjo6MDo6&url=%2FMSI-Modern-Windows-Graphics-C7M-284IN%2Fdp%2FB0DJP7B427%2Fref%3Dsr_1_81_sspa%3Fcrid%3D1YRU0X283B2X2%26dib%3DeyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751144189%26sprefix%3Dlaptop%252Caps%252C257%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&cr=DUB
7,"Lenovo Ideapad Slim 3 AMD Ryzen 5 7520U 15.6"" (39.6Cm) FHD Thin and Light Laptop (16Gb/512GB SSD/Win 11/Office 2021/Backlit Keyboard/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82XQ008VIN","42,999",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMjY1MTQ0NzQ3NjA2NjoxNzUxMTQ0MTg5OnNwX2F0Zl9uZXh0OjMwMDU5MDk0NTUyMTIzMjo6MDo6&url=%2FLenovo-Ideapad-Backlit-Keyboard-82XQ008VIN%2Fdp%2FB0CD4BQ4SF%2Fref%3Dsr_1_82_sspa%3Fcrid%3D1YRU0X283B2X2%26dib%3DeyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751144189%26sprefix%3Dlaptop%252Caps%252C257%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&cr=DUB
8,"Lenovo Tab Plus with Octa JBL Hi-Fi Speakers| 8 GB RAM, 256 GB ROM| 11.5 Inch, 2K, 90 Hz Refresh| Wi-Fi Tablet| Android 14| 45 W Fast Charger| Built-in Kickstand| Color: Luna Grey","20,998",https://amazon.in//Lenovo-Speakers-Refresh-Android-Kickstand/dp/B0D6G4SKGK/ref=sr_1_83?crid=1YRU0X283B2X2&dib=eyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ&dib_tag=se&keywords=laptop&qid=1751144189&sprefix=laptop%2Caps%2C257&sr=8-83
9,"MSI Thin 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/NVIDIA GeForce RTX 2050, GDDR6 4GB/Cosmos Gray/1.86Kg) B12UCX-2471IN","53,990",https://amazon.in//MSI-i5-12450H-Windows-GeForce-B12UCX-2471IN/dp/B0DJP652DT/ref=sr_1_84?crid=1YRU0X283B2X2&dib=eyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ&dib_tag=se&keywords=laptop&qid=1751144189&sprefix=laptop%2Caps%2C257&sr=8-84
10,"ASUS Vivobook 15, Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB RAM/512GB SSD/Win11/MS Office/Backlit Keyboard/Silver/1.7 kg), X1504VA-NJ320WS","35,990",https://amazon.in//ASUS-Vivobook-i3-1315U-Integrated-X1504VA-NJ320WS/dp/B0CYTD8DVF/ref=sr_1_85?crid=1YRU0X283B2X2&dib=eyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ&dib_tag=se&keywords=laptop&qid=1751144189&sprefix=laptop%2Caps%2C257&sr=8-85
11,"ASUS Vivobook 15,13th Gen,Intel Core i5-13420H(Intel UHD iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.70 kg) X1502VA-BQ835WS","53,990",https://amazon.in//ASUS-Vivobook-i5-13420H-Keyboard-X1502VA-BQ835WS/dp/B0DTYHD5D1/ref=sr_1_86?crid=1YRU0X283B2X2&dib=eyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ&dib_tag=se&keywords=laptop&qid=1751144189&sprefix=laptop%2Caps%2C257&sr=8-86
12,"ASUS TUF Gaming A15, 15.6"" (39.62cm) FHD 16:9 144Hz, AMD Ryzen 7 7435HS, Gaming Laptop (16 DDR5/512GB SSD/NVIDIA GeForce RTX 2050/Windows 11 Home/Graphite Black/2.30 Kg), FA506NFR-HN045W","56,990",https://amazon.in//ASUS-Gaming-15-6-39-62cm-FA506NFR-HN045W/dp/B0CDQ5CW9V/ref=sr_1_87?crid=1YRU0X283B2X2&dib=eyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ&dib_tag=se&keywords=laptop&qid=1751144189&sprefix=laptop%2Caps%2C257&sr=8-87
13,"Acer Aspire Lite,13th Gen, Intel Core i3-1305U, 16GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop","33,790",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3ODk1MjgzNjczNDc4MTM2OjE3NTExNDQxNjY6c3BfbXRmOjMwMDU3OTM3NjY0MDczMjo6MDo6&url=%2Fi3-1305U-39-62cm-Windows-AL15-53-Premium%2Fdp%2FB0DKK15M2P%2Fref%3Dsr_1_12_sspa%3Fcrid%3D1YRU0X283B2X2%26dib%3DeyJ2IjoiMSJ9.cKydVAsXzEZwTyTDDJJv6rve1wTn7SMIs1YN_5EyrlVezkj-DWLO3RJqPbW47Tjgo_bx-JlID2J8oMZj8_lqQPnEak4MXngqvlvHAhHYzx0sS5ao7xEdZ1MBRFGGq-ki9Po8KYoRWBH68GAUs1JCf8K9F0MIihTsa86E18yN_TR3bZKokUPmPqZoSL9FUZ3R7nDVillx6gTjhM8zMhzNIeW2iHZoViXt5aSLbJQ-ED4.tMCMO0V0u-eDxKU6_Hrf7g0E0q2H9jCwebGJDATHqiI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751144166%26sprefix%3Dlaptop%252Caps%252C257%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB
14,"Tygot 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Grey)",329,https://amazon.in//Tygot-Laptop-Stand-Adjustable-OverHeating/dp/B0D9FL6CFX/ref=sr_1_88?crid=1YRU0X283B2X2&dib=eyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ&dib_tag=se&keywords=laptop&qid=1751144189&sprefix=laptop%2Caps%2C257&sr=8-88
15,"HP 15s Core i5 12th Gen (8GB RAM/512GB SSD/FHD/15.6"" (39.6 cm)/Windows 11/MS Office/Backlit Keyboard/Silver/1.69 kg) fq5329TU Laptop","48,999",https://amazon.in//HP-Windows-Backlit-Keyboard-fq5329TU/dp/B0CJM5Z6FY/ref=sr_1_89?crid=1YRU0X283B2X2&dib=eyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ&dib_tag=se&keywords=laptop&qid=1751144189&sprefix=laptop%2Caps%2C257&sr=8-89
16,"Cable World Educational Laptop Computer Toy for Kids Above 3 Years - 20 Fun Activity Learning Machine, Now Learn Letter, Words, Games, Mathematics, Music, Logic, Memory Tool,Pink",799,https://amazon.in//Cable-World-Educational-Laptop-Kids/dp/B0DNN7YJXC/ref=sr_1_90?crid=1YRU0X283B2X2&dib=eyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ&dib_tag=se&keywords=laptop&qid=1751144189&sprefix=laptop%2Caps%2C257&sr=8-90
17,"Acer [SmartChoice Aspire Lite AMD Ryzen 5-5625U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","34,490",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMjY1MTQ0NzQ3NjA2NjoxNzUxMTQ0MTg5OnNwX210ZjozMDAzNTA1NTUwNTM0MzI6OjA6Og&url=%2F5-5625U-Premium-Windows-AL15-41-Display%2Fdp%2FB0DG2GCTD7%2Fref%3Dsr_1_91_sspa%3Fcrid%3D1YRU0X283B2X2%26dib%3DeyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751144189%26sprefix%3Dlaptop%252Caps%252C257%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB
18,"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg","37,490",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMjY1MTQ0NzQ3NjA2NjoxNzUxMTQ0MTg5OnNwX210ZjozMDAzNTU1MDIzMTAzMzI6OjA6Og&url=%2FDell-Inspiron-3530-i3-1305U-Comfortview%2Fdp%2FB0C4ZM63RP%2Fref%3Dsr_1_92_sspa%3Fcrid%3D1YRU0X283B2X2%26dib%3DeyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751144189%26sprefix%3Dlaptop%252Caps%252C257%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB
19,"HP Laptop 15s, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2144AU","35,860",https://amazon.in//HP-Anti-Glare-15-6-inch-Graphics-eq2144AU/dp/B09RZRF1PJ/ref=sr_1_93?crid=1YRU0X283B2X2&dib=eyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ&dib_tag=se&keywords=laptop&qid=1751144189&sprefix=laptop%2Caps%2C257&sr=8-93
20,"ASUS Vivobook 15, Intel Core i3-1215U, 16GB RAM, 512GB SSD, FHD 1920x1080, 1.2 GHz, 15.6"", Windows 11, MS Office Home, Cool Silver, 1.7KG, X1504ZA-NJ342WS, Integrated Graphics, Thin & Light Laptop","35,600",https://amazon.in//ASUS-Vivobook-1920x1080-X1504ZA-NJ342WS-Integrated/dp/B09KBC64HS/ref=sr_1_94?crid=1YRU0X283B2X2&dib=eyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ&dib_tag=se&keywords=laptop&qid=1751144189&sprefix=laptop%2Caps%2C257&sr=8-94
21,"DYAZO 15"" to 15.6 Inch Laptop Sleeve/Cover with Handle & Two Front Accessories Pockets Compatible for Apple, Dell, Lenovo, Asus, Hp, Samsung, Mi, MacBook and Other Notbooks (Grey)",299,https://amazon.in//Accessories-Pockets-Compatible-Samsung-Notbooks/dp/B0BRJ7QX33/ref=sr_1_95?crid=1YRU0X283B2X2&dib=eyJ2IjoiMSJ9.HEIKhraMgZ5g_BUSWoqWAqgiI6kNWstVRe-UzZ6_NwOFnOVWvrdmbdD_icuIhi3XYCWcUeHxW5ba-P6MgDrspgaxQ7Sx5VPpbXUW5HxGd7fxVUQNmwqU3us4H1r-vGAu8MGkpwCeLnXYqV-y-V-ePj3Hha7MgUEpucEzXJDMtcl7L-sVDSaiHOKCApTV_DECS8YY44mFTVWFYjPnS0EpuvGN16KMXEP2SLKM6VUZJRk._5ceSnKYKbgJ8yMVHIqy1rJXAglntmWN5J2d4KnznYQ&dib_tag=se&keywords=laptop&qid=1751144189&sprefix=laptop%2Caps%2C257&sr=8-95
